playerId,displayName,overrideValue,looksAbbreviated,knownNames
cca50cd6,LJ Wright,,yes,LJ Wright
89f64c19,LMP Simmons,,yes,LMP Simmons
1be70c88,LPC Silva,,yes,LPC Silva
b1451597,LR Shukla,,yes,LR Shukla
b61a3e1a,LRPL Taylor,,yes,LRPL Taylor
e2db2409,M Ashwin,,yes,M Ashwin
d4eef961,M de Lange,,yes,M de Lange
81c36ee9,M Jansen,,yes,M Jansen
d84378a4,M Kaif,,yes,M Kaif
abfeb126,M Kartik,,yes,M Kartik
b970a03f,M Klinger,,yes,M Klinger
c42aaf71,M Manhas,,yes,M Manhas
a9fd84fb,M Markande,,yes,M Markande
5bb5a915,M Morkel,,yes,M Morkel
4ba44e19,M Muralitharan,,yes,M Muralitharan
20a941bb,M Ntini,,yes,M Ntini
de8d3876,M Rawat,,yes,M Rawat
cf0ccafa,M Siddharth,,yes,M Siddharth
f24c6701,M Theekshana,,yes,M Theekshana
fb5f69e4,M Tiwari,,yes,M Tiwari
4b57e452,M Vijay,,yes,M Vijay
c03e2850,M Vohra,,yes,M Vohra
00ea847a,MA Agarwal,,yes,MA Agarwal
0d232ffd,MA Khote,,yes,MA Khote
3fb19989,MA Starc,,yes,MA Starc
8d92a2c3,MA Wood,,yes,MA Wood
86ae8ef2,MB Parmar,,yes,MB Parmar
32198ae0,MC Henriques,,yes,MC Henriques
605b7efa,MC Juneja,,yes,MC Juneja
6afb26d6,MD Mishra,,yes,MD Mishra
3ff033bb,MD Shanaka,,yes,MD Shanaka
f21043a5,MDKJ Perera,,yes,MDKJ Perera
48fd7349,MEK Hussey,,yes,MEK Hussey
ab89348d,MF Maharoof,,yes,MF Maharoof
e38bce7a,MG Bracewell,,yes,MG Bracewell
f5180fe6,MG Johnson,,yes,MG Johnson
0164b064,MG Neser,,yes,MG Neser
f842c2cf,MJ Clarke,,yes,MJ Clarke
2be41edb,MJ Guptill,,yes,MJ Guptill
e84ac20c,MJ Henry,,yes,MJ Henry
11df3dc8,MJ Lumb,,yes,MJ Lumb
f2c936d7,MJ Owen,,yes,MJ Owen
025c4400,MJ Suthar,,yes,MJ Suthar
da934ee8,MK Lomror,,yes,MK Lomror
93b4fc78,MK Pandey,,yes,MK Pandey
26e5cabf,MK Tiwary,,yes,MK Tiwary
d8699ab7,ML Hayden,,yes,ML Hayden
f0f628c7,MM Patel,,yes,MM Patel
759ac88f,MM Sharma,,yes,MM Sharma
f846de6a,MN Samuels,,yes,MN Samuels
710dd98c,MN van Wyk,,yes,MN van Wyk
35f173a0,MP Breetzke,,yes,MP Breetzke
b1ad996b,MP Yadav,,yes,MP Yadav
e96801ea,MS Bhandage,,yes,MS Bhandage
5afd4539,MS Bisla,,yes,MS Bisla
4a8a2e3b,MS Dhoni,,yes,MS Dhoni
ae78bc32,MS Gony,,yes,MS Gony
afa7e784,MS Wade,,yes,MS Wade
f3cb53a1,MV Boucher,,yes,MV Boucher
a90e53ec,MW Short,,yes,MW Short
465aa633,N Burger,,yes,N Burger
bd54eef5,N Jagadeesan,,yes,N Jagadeesan
addbde6c,N Saini,,yes,N Saini
ee1b6c27,N Thushara,,yes,N Thushara
b822e99c,NB Singh,,yes,NB Singh
6ec424a9,ND Doshi,,yes,ND Doshi
44afbf2d,NJ Maddinson,,yes,NJ Maddinson
6042bf26,NJ Rimmington,,yes,NJ Rimmington
a2870fb7,NK Patel,,yes,NK Patel
5673a3fc,NL McCullum,,yes,NL McCullum
0f12f9df,NLTC Perera,,yes,NLTC Perera
aedc3b7c,NS Naik,,yes,NS Naik
9eb1455b,NT Ellis,,yes,NT Ellis
890946a0,NV Ojha,,yes,NV Ojha
c6097d68,O Thomas,,yes,O Thomas
7bf96684,OA Shah,,yes,OA Shah
529eb9e0,OC McCoy,,yes,OC McCoy
23cca426,OF Smith,,yes,OF Smith
6ad3a659,P Amarnath,,yes,P Amarnath
1a0c3177,P Awana,,yes,P Awana
8ac93ca2,P Chopra,,yes,P Chopra
eaa90ab4,P Dharmani,,yes,P Dharmani
2728e7e9,P Dogra,,yes,P Dogra
ed5a5510,P Dubey,,yes,P Dubey
e938e1bc,P Kumar,,yes,P Kumar
f62772e5,P Negi,,yes,P Negi
0c432afb,P Parameswaran,,yes,P Parameswaran
ddb00822,P Prasanth,,yes,P Prasanth
441c72ae,P Ray Barman,,yes,P Ray Barman
9a0146b3,P Sahu,,yes,P Sahu
cedc1d9a,P Suyal,,yes,P Suyal
b5da6c24,PA Patel,,yes,PA Patel
2461eef2,PA Reddy,,yes,PA Reddy
6c882e9a,PBB Rajapaksa,,yes,PBB Rajapaksa
25eeb281,PC Valthaty,,yes,PC Valthaty
a386e91b,PD Collingwood,,yes,PD Collingwood
c695b423,PH Solanki,,yes,PH Solanki
08548b13,PHKD Mendis,,yes,PHKD Mendis
9fc0ef64,PJ Sangwan,,yes,PJ Sangwan
bb965e9a,PK Garg,,yes,PK Garg
4b4d1957,PM Sarvesh Kumar,,yes,PM Sarvesh Kumar
663b5e34,PN Mankad,,yes,PN Mankad
6c6591ab,PP Ojha,,yes,PP Ojha
0aadc906,PR Shah,,yes,PR Shah
ada15e88,PSP Handscomb,,yes,PSP Handscomb
6aed7e79,PV Tambe,,yes,PV Tambe
327b58d3,PVD Chameera,,yes,PVD Chameera
c27b5a0e,PVSN Raju,,yes,PVSN Raju
c96f6ac5,PWA Mulder,,yes,PWA Mulder
372455c4,Q de Kock,,yes,Q de Kock
495d42a5,R Ashwin,,yes,R Ashwin
33a364a6,R Bhatia,,yes,R Bhatia
4d5a1617,R Bishnoi,,yes,R Bishnoi
26a85969,R Dhawan,,yes,R Dhawan
0184dc35,R Dravid,,yes,R Dravid
266849c1,R Goyal,,yes,R Goyal
c654af19,R McLaren,,yes,R McLaren
bafd0398,R Minz,,yes,R Minz
ce4cc4d5,R Ninan,,yes,R Ninan
650d5e49,R Powell,,yes,R Powell
d68e7f48,R Rampaul,,yes,R Rampaul
ba5e1069,R Ravindra,,yes,R Ravindra
c7a995d3,R Sai Kishore,,yes,R Sai Kishore
33ffc3dd,R Sanjay Yadav,,yes,R Sanjay Yadav
626c5379,R Sathish,,yes,R Sathish
5d9a1a73,R Sharma,,yes,R Sharma
c5aef772,R Shepherd,,yes,R Shepherd
de4b0555,R Shukla,,yes,R Shukla
39a2dfa8,R Tewatia,,yes,R Tewatia
41eb4a4f,R Vinay Kumar,,yes,R Vinay Kumar
ba6b2f91,RA Bawa,,yes,RA Bawa
fe93fd9d,RA Jadeja,,yes,RA Jadeja
7c390b03,RA Shaikh,,yes,RA Shaikh
77255a9e,RA Tripathi,,yes,RA Tripathi
18c78b11,RE Levi,,yes,RE Levi
05c2ca46,RE van der Merwe,,yes,RE van der Merwe
b2b23612,RG More,,yes,RG More
402f8494,RJ Gleeson,,yes,RJ Gleeson
12eddf28,RJ Harris,,yes,RJ Harris
26ff4c29,RJ Peterson,,yes,RJ Peterson
23ac69e6,RJ Quiney,,yes,RJ Quiney
8db7f47f,RJW Topley,,yes,RJW Topley
b63e358a,RK Bhui,,yes,RK Bhui
4ec07775,RN ten Doeschate,,yes,RN ten Doeschate
64775749,RP Meredith,,yes,RP Meredith
c3d1402f,RP Singh,,yes,RP Singh
7d3720ba,RR Bhatkal,,yes,RR Bhatkal
21ac077a,RR Bose,,yes,RR Bose
919a3be2,RR Pant,,yes,RR Pant
5d096f3d,RR Powar,,yes,RR Powar
5f4e9e8f,RR Raje,,yes,RR Raje
36d33dd0,RR Sarwan,,yes,RR Sarwan
7ca5e05d,RS Bopara,,yes,RS Bopara
9ff100a6,RS Gavaskar,,yes,RS Gavaskar
c3c92b42,RS Hangargekar,,yes,RS Hangargekar
a3ecf01f,RS Sodhi,,yes,RS Sodhi
7d415ea5,RT Ponting,,yes,RT Ponting
b2570b38,RV Gomez,,yes,RV Gomez
60500956,RV Patel,,yes,RV Patel
c9d33ef5,RV Pawar,,yes,RV Pawar
1c17e270,RV Uthappa,,yes,RV Uthappa
67af6f81,RW Price,,yes,RW Price
95a2ea61,S Anirudha,,yes,S Anirudha
957532de,S Aravind,,yes,S Aravind
76388dc8,S Badree,,yes,S Badree
3576e47e,S Badrinath,,yes,S Badrinath
881a9bdd,S Chanderpaul,,yes,S Chanderpaul
0a476045,S Dhawan,,yes,S Dhawan
a4e37e47,S Dube,,yes,S Dube
97290faf,S Joseph,,yes,S Joseph
1da489ff,S Kaushik,,yes,S Kaushik
fb693839,S Ladda,,yes,S Ladda
b410bd3d,S Lamichhane,,yes,S Lamichhane
ade90de7,S Midhun,,yes,S Midhun
9d80c5e1,S Nadeem,,yes,S Nadeem
287686fd,S Narwal,,yes,S Narwal
90edaaa9,S Rana,,yes,S Rana
f5f18a18,S Randiv,,yes,S Randiv
cdc6bdba,S Sandeep Warrier,,yes,S Sandeep Warrier
3fca55af,S Sohal,,yes,S Sohal
6b8eb6e5,S Sreesanth,,yes,S Sreesanth
64a4c383,S Sriram,,yes,S Sriram
c24a2c5d,S Tyagi,,yes,S Tyagi
756389bd,S Vidyut,,yes,S Vidyut
1a2676c5,SA Abbott,,yes,SA Abbott
ae091d39,SA Asnodkar,,yes,SA Asnodkar
0604ef16,SB Bangar,,yes,SB Bangar
6b2ff18f,SB Dubey,,yes,SB Dubey
c8179c68,SB Jakati,,yes,SB Jakati
670709ec,SB Joshi,,yes,SB Joshi
57efa3be,SB Styris,,yes,SB Styris
dddca1d6,SB Wagh,,yes,SB Wagh
725529bc,SC Ganguly,,yes,SC Ganguly
fef92afc,SC Kuggeleijn,,yes,SC Kuggeleijn
facb9086,SD Chitnis,,yes,SD Chitnis
1fc6ef83,SD Hope,,yes,SD Hope
9601c534,SD Lad,,yes,SD Lad
4f629497,SE Bond,,yes,SE Bond
508a1ea7,SE Marsh,,yes,SE Marsh
83c3e8e3,SH Johnson,,yes,SH Johnson
2049f3a0,SJ Srivastava,,yes,SJ Srivastava
1dc12ab9,SK Raina,,yes,SK Raina
cbf58a86,SK Rasheed,,yes,SK Rasheed
3d7e087f,SK Trivedi,,yes,SK Trivedi
bb18be76,SK Warne,,yes,SK Warne
a12e1d51,SL Malinga,,yes,SL Malinga
d167edd3,SM Boland,,yes,SM Boland
e94915e6,SM Curran,,yes,SM Curran
63bff7f9,SM Harwood,,yes,SM Harwood
fdedb37c,SM Katich,,yes,SM Katich
88fccd6c,SM Pollock,,yes,SM Pollock
4c4fa80b,SMSM Senanayake,,yes,SMSM Senanayake
f088b960,SN Khan,,yes,SN Khan
1abb78f8,SN Thakur,,yes,SN Thakur
48a1d7b7,SO Hetmyer,,yes,SO Hetmyer
eea6b7f1,SP Fleming,,yes,SP Fleming
541f85c9,SP Goswami,,yes,SP Goswami
acc1aeda,SP Jackson,,yes,SP Jackson
30a45b23,SPD Smith,,yes,SPD Smith
d2c2b2d5,SR Tendulkar,,yes,SR Tendulkar
4329fbb5,SR Watson,,yes,SR Watson
b51f72a5,SS Agarwal,,yes,SS Agarwal
a1d053dd,SS Cottrell,,yes,SS Cottrell
0af3426f,SS Mundhe,,yes,SS Mundhe
9385de2e,SS Prabhudessai,,yes,SS Prabhudessai
caa89a48,SS Sarkar,,yes,SS Sarkar
5f5d3ad4,SS Shaikh,,yes,SS Shaikh
709b0bac,SS Tiwary,,yes,SS Tiwary
8361e524,SSB Magala,,yes,SSB Magala
f233bbb4,ST Jayasuriya,,yes,ST Jayasuriya
bd17b45f,STR Binny,,yes,STR Binny
c16d4035,SW Billings,,yes,SW Billings
addfb70e,SW Tait,,yes,SW Tait
9d704f6f,SZ Mulani,,yes,SZ Mulani
25f7b7d6,T Banton,,yes,T Banton
0a4ebc61,T Henderson,,yes,T Henderson
f836b33d,T Kohler-Cadmore,,yes,T Kohler-Cadmore
40caa465,T Kohli,,yes,T Kohli
c9cac448,T Mishra,,yes,T Mishra
ce794613,T Natarajan,,yes,T Natarajan
a03bba42,T Shamsi,,yes,T Shamsi
75de770f,T Taibu,,yes,T Taibu
b2ae53f5,T Thushara,,yes,T Thushara
5748e866,TD Paine,,yes,TD Paine
13c35c9e,TG Southee,,yes,TG Southee
e86754b2,TK Curran,,yes,TK Curran
4663bd23,TL Seifert,,yes,TL Seifert
aaa1b522,TL Suman,,yes,TL Suman
5bdcdb72,TM Dilshan,,yes,TM Dilshan
a76d10ba,TM Srivastava,,yes,TM Srivastava
2f3817ce,TP Sudhindra,,yes,TP Sudhindra
d2d4bb0a,TR Birt,,yes,TR Birt
245c97cb,TS Mills,,yes,TS Mills
46a9bea1,TU Deshpande,,yes,TU Deshpande
622cc511,U Kaul,,yes,U Kaul
91b9300b,UA Birla,,yes,UA Birla
0c94f480,UBT Chand,,yes,UBT Chand
331ea488,UT Khawaja,,yes,UT Khawaja
d4d929b0,V Kaverappa,,yes,V Kaverappa
5ffc0565,V Nigam,,yes,V Nigam
d718440b,V Pratap Singh,,yes,V Pratap Singh
1e030637,V Puthur,,yes,V Puthur
8ba8195d,V Sehwag,,yes,V Sehwag
0994d0ae,V Shankar,,yes,V Shankar
03a83c50,V Viyaskanth,,yes,V Viyaskanth
7c3b3b78,VG Arora,,yes,VG Arora
6dbcf855,VH Zol,,yes,VH Zol
0a3d54b9,VR Aaron,,yes,VR Aaron
034b4b7d,VRV Singh,,yes,VRV Singh
5f26df4f,VS Malik,,yes,VS Malik
38f2c66c,VS Yeligati,,yes,VS Yeligati
de8cce37,VVS Laxman,,yes,VVS Laxman
93a17209,VY Mahesh,,yes,VY Mahesh
619aa81f,W Jaffer,,yes,W Jaffer
cb9b8664,W O'Rourke,,yes,W O'Rourke
3dba85c2,WA Mota,,yes,WA Mota
3a60e0b5,WD Parnell,,yes,WD Parnell
fe11caa6,WP Saha,,yes,WP Saha
1763bc6c,X Thalaivan Sargunam,,yes,X Thalaivan Sargunam
3b53243a,XC Bartlett,,yes,XC Bartlett
bae11797,Y Gnaneswara Rao,,yes,Y Gnaneswara Rao
662c47a6,Y Nagar,,yes,Y Nagar
cfa4bd2b,Y Prithvi Raj,,yes,Y Prithvi Raj
fe763256,Y Venugopal Rao,,yes,Y Venugopal Rao
4353bba5,YA Abdulla,,yes,YA Abdulla
